,sepcv001T1,sepcv002T0,sepcv003T0,sepcv004T0,sepcv005T0,sepcv006T0,sepcv007T1,sepcv008T1,sepcv009T1,sepcv010T0,sepcv011T0,sepcv012T1,sepcv013T1,sepcv015T1,sepcv016T1,sepcv017T0,sepcv018T1,sepcv019T0,sepcv020T0,sepcv021T0,sepcv022T0,sepcv023T1,sepcv024T1,sepcv026T0,sepcv027T0,sepcv028T1,sepcv029T1,sepcv030T1,sepcv031T1,sepcv032T1,sepcv033T1,sepcv034T1,sepcv036T0,sepcv037T0,sepcv039T1,sepcv040T1,sepcv041T2,sepcv042T0,sepcv043T1,sepcv044T0,sepcv045T1,sepcv047T1,sepcv048T1,sepcv049T1,sepcv050T1,sepcv051T1,sepcv052T1,sepcv053T1,sepcv054T1,sepcv055T1,sepcv056T1,sepcv057T1,sepcv058T1,sepcv059T1,sepcv060T1,sepcv061T1,sepcv062T1,sepcv063T1,sepcv065T0,sepcv066T1,sepcv067T1,sepcv068T1a,sepcv069T1,sepcv070T1,sepcv071T1,sepcv072T1,sepcv073T1,sepcv074T1,sepcv075T1,sepcv076T1,sepcv077T1,sepcv078T1,sepcv079T1,sepcv080T1,sepcv082T1,sepcv083T0,sepcv084T0,sepcv085T1,sepcv086T1,sepcv087T1,sepcv702W1,sepcv703W1
CHDH,2.355869,1.391851,3.01501,2.753114,3.626881,2.974822,2.830882,2.814762,6.094494,2.353086,3.051847,2.665271,2.22919,4.347959,2.615169,1.391851,2.199355,3.576107,2.440991,2.338637,2.579845,5.279947,2.527858,2.130839,4.857249,3.74785,1.840169,2.929011,3.492294,2.974368,2.620828,2.837335,3.637365,3.681472,2.239223,3.7443,3.360521,2.949854,2.691848,1.925037,2.486286,2.520637,2.167266,2.647621,3.279557,1.391851,3.153032,3.569166,3.677307,3.089318,2.338755,2.220629,2.098611,2.394652,2.94994,3.366307,2.57759,3.393907,2.781356,2.428852,2.124859,2.939984,2.406985,2.411784,2.720274,7.38538,2.16536,1.391851,1.963915,2.216053,3.786358,2.658126,2.961943,2.0761,2.4498,2.313999,2.532627,2.711884,3.591877,1.94838,2.788431,2.20591
SLC44A1,9.147962,7.546038,8.940358,10.281674,9.216203,8.970244,8.71201,8.231309,7.845416,7.670921,7.711349,9.482883,8.177406,8.380468,8.616573,8.365299,9.285743,8.841859,8.82428,8.220708,8.443599,9.21962,7.954863,8.004812,7.290368,9.313481,8.392827,8.568899,7.523135,8.054809,7.55371,8.383176,8.033776,8.064939,7.925863,9.428112,8.2392,8.476517,7.921307,8.159019,7.378411,8.677926,8.196191,8.129077,8.92711,8.351613,8.469798,8.58749,9.734694,7.867782,7.757689,7.431632,7.24324,8.167068,8.204212,8.67375,7.599837,8.181327,8.424967,7.782712,8.09085,8.299225,7.926452,8.168777,8.10887,6.696651,8.751228,7.828586,8.239804,8.848935,7.95559,8.986254,7.98971,8.276601,7.735848,7.904791,7.476032,8.412166,9.143749,8.301474,7.738543,7.903951
ARG2,5.378991,4.976074,4.197065,3.444082,6.629215,3.919456,5.593903,7.688089,4.941692,4.37977,4.090889,3.336441,3.168064,3.945808,3.539584,6.479563,5.381455,4.897004,4.118042,4.667362,3.572452,3.798368,4.173887,3.266938,4.031831,3.448865,4.231898,4.62358,4.443257,7.167947,3.305209,5.074656,5.170958,2.589048,3.107965,6.55742,3.363051,8.316974,3.171723,3.49511,4.180569,3.976329,3.066219,4.731489,5.233873,3.678172,5.754611,4.888417,4.400712,3.365929,3.715011,3.438153,2.736437,3.513993,4.849594,4.000143,3.240526,4.616245,9.904855,5.386831,5.189218,4.396821,4.66662,5.369806,2.857952,3.912669,2.688006,5.881288,3.465342,4.61893,5.521201,4.716269,4.203922,4.179626,2.93319,2.743043,3.504196,3.726124,4.722787,3.172935,3.586831,4.192818
ACOD1,5.274714,1.708292,1.708292,1.708292,1.708292,4.360051,5.943667,1.708292,2.637508,3.559501,2.510679,1.708292,1.708292,2.597084,3.084459,2.673418,2.966533,1.708292,2.343256,1.708292,1.708292,1.708292,2.982764,1.708292,2.892025,3.127169,3.497313,1.708292,3.399954,1.708292,1.708292,4.264648,7.990339,1.708292,2.793715,1.708292,1.708292,1.708292,2.346689,2.539095,3.825371,2.748553,2.570059,1.708292,3.244997,1.708292,2.755494,2.668937,1.708292,3.886018,3.060816,2.363691,1.708292,2.627893,3.690543,1.708292,2.5616,1.708292,2.719878,1.708292,2.522197,2.846778,2.843182,3.41682,2.589555,1.708292,2.567905,2.728105,1.708292,2.459512,3.842046,3.134774,3.40077,3.00555,3.147027,2.307067,2.456962,5.466399,1.708292,1.708292,2.321025,3.470319
OLFM4,6.160027,6.666223,10.094731,5.824875,9.511479,7.564093,5.037349,10.662289,11.728973,3.811621,6.172038,10.912192,8.594559,11.238583,6.061362,7.530423,7.032067,10.231148,4.961488,5.80679,9.878107,14.497591,6.6033,3.803801,12.544543,11.184041,6.305695,11.055077,7.855464,7.511948,3.32054,9.775777,8.996185,7.151991,4.875826,10.105679,8.513314,7.793019,2.586355,2.836293,4.204603,5.169487,8.331113,5.121807,10.145334,5.01492,10.947475,7.181533,11.739925,9.1198,4.100112,2.912923,5.880888,9.448202,9.834487,11.263547,6.355226,11.610678,7.000326,5.954972,3.239445,5.128015,6.480425,5.132423,4.081894,5.786812,7.976576,8.161402,5.450002,6.069717,6.791649,10.376113,8.55032,4.130074,3.7353,7.108079,2.497093,7.362143,9.646971,5.152577,5.722082,5.316738
MLYCD,6.050551,6.523135,5.835444,5.918827,6.532173,6.428823,6.045165,5.944818,5.798531,6.72072,6.378376,5.741121,6.019243,5.873037,6.074342,6.078305,6.440252,5.28038,6.282049,6.23758,6.425431,5.669631,6.170681,6.791235,5.200088,6.402163,6.190365,6.093678,6.452295,5.564572,6.577839,5.882168,5.51831,6.381198,6.631189,6.256051,6.399761,6.309163,6.848952,6.834114,6.923656,6.266166,6.555809,6.642488,6.31669,6.836839,6.359031,6.20708,5.759972,6.395932,6.460827,6.798862,6.463251,6.41563,6.679548,6.223094,5.781771,5.927814,5.231052,6.219307,6.205284,6.408758,6.674135,6.491199,6.201452,6.371651,6.175093,6.355755,6.922745,6.468788,6.974953,6.284267,6.54352,6.400157,6.112238,6.484388,6.840697,6.893793,5.831976,5.806983,6.924219,6.67673
ABCB6,3.122848,3.282611,3.655796,3.71487,3.675929,5.098252,3.172385,4.34663,2.114203,3.392924,2.304036,3.560339,3.152174,3.068506,2.82569,3.216213,4.90115,3.021071,3.313589,3.024893,3.253295,2.981567,3.553816,2.328358,3.134981,2.585999,2.542553,3.93163,4.50733,3.963848,2.379145,3.218059,3.871007,2.757338,3.444353,3.327654,2.249403,1.218888,2.568791,3.107078,2.279441,2.438792,3.172405,2.869144,3.371437,3.032238,3.166055,2.789063,3.006319,3.090774,3.453632,2.603416,2.438401,4.292735,2.690425,2.822524,1.218888,2.390236,4.037992,3.040012,3.329941,3.437384,2.911024,2.970651,3.053815,2.613815,3.308788,2.881707,3.511187,3.180254,3.606323,3.858939,4.301882,2.812328,2.605133,3.058398,2.232346,3.661535,4.98164,2.848216,4.051286,3.042274
ADPRS,7.059859,7.745564,6.567955,6.694444,7.337328,7.637483,7.238805,7.000683,7.494561,7.97685,7.753787,6.788432,6.564802,6.986276,7.732577,6.795653,8.039656,6.222183,7.374034,6.742143,7.261739,6.653642,7.488733,7.255103,6.972629,6.935446,8.043889,6.686295,8.119797,7.109928,7.152929,7.409983,7.097539,7.213475,7.76701,6.821868,7.159798,7.515053,7.743669,7.448782,7.351597,7.358279,6.946688,7.242406,7.759618,7.546046,7.14299,7.553371,6.539198,7.172376,7.514293,7.193431,7.146939,7.855678,7.517054,6.987533,6.971174,6.151873,6.5118,6.708522,7.4339,7.183046,7.925526,7.4081,7.98391,6.765478,7.35937,7.403543,7.306253,8.877647,8.167594,6.730076,7.821821,6.784227,6.937915,6.65733,7.21805,6.870129,6.681031,6.342444,7.875804,8.691149
G0S2,5.489159,6.30035,7.414275,6.128873,5.969625,7.49136,9.417258,3.588657,7.55254,7.074048,5.132232,6.008101,4.582488,6.960917,5.399069,3.099149,7.409977,6.333724,4.592699,4.686026,6.590367,8.275032,6.093185,3.718397,11.028033,3.71467,6.090582,4.289752,3.95813,4.192912,2.091187,6.112969,6.851827,5.729297,4.919569,5.484812,6.130415,3.044946,3.223794,3.799019,5.560958,6.174946,5.05425,5.813087,5.797547,3.978328,4.956251,6.29285,6.707298,5.449181,4.8483,3.148781,4.881931,5.717112,5.913018,5.345528,6.885897,7.296288,4.893125,4.193324,5.153948,5.751967,3.682128,5.817242,5.964406,3.524375,5.93054,3.764719,4.300008,6.541078,7.803987,5.207409,3.858802,3.755933,5.19967,4.306174,3.447584,7.757723,4.047139,4.491056,6.729696,6.408928
IQCN,5.048765,6.017599,4.885164,5.830599,6.384426,6.876835,6.881729,5.47855,4.459301,6.711277,6.778062,4.25835,4.532109,4.01625,5.934693,5.959525,8.137518,3.9119,5.284633,6.708177,5.4085,3.422004,5.964368,6.067812,5.57392,6.065866,6.786141,6.088795,5.487188,5.631048,5.515843,5.816909,6.764749,6.696903,7.398486,7.302696,5.67042,8.136217,6.751559,7.098718,7.209493,6.23278,5.828512,6.991166,7.420511,7.533959,6.18312,6.260695,4.14486,6.063964,7.089122,6.309178,6.01552,6.461807,7.273406,6.269965,5.001249,4.19243,6.644512,6.441715,5.976995,5.148891,7.77025,6.510529,5.855585,8.167434,5.434572,7.747799,8.978533,7.605371,7.030338,6.301809,7.397015,6.245371,6.24245,6.408247,5.587064,8.12169,4.630077,6.807978,6.879528,7.31153
HRK,3.139471,5.283619,2.44257,2.765798,1.357798,2.039827,2.61892,3.597666,2.156337,3.766759,3.316961,1.357798,2.717889,1.357798,2.995889,3.963517,1.357798,2.965182,3.159806,2.102417,2.301007,1.357798,2.686897,3.022691,1.357798,2.713329,2.385837,4.733557,1.357798,1.357798,2.797674,2.765876,2.491379,5.709204,1.357798,2.971427,2.640808,6.108773,3.416952,4.245636,2.677251,1.994014,2.396122,2.573084,2.954282,5.242707,3.999856,2.183346,1.981793,2.478213,2.102514,4.579051,1.909499,2.148075,2.298583,3.702069,2.788841,1.357798,2.829427,3.267921,3.240666,2.871621,7.570986,2.483791,3.38142,2.088074,2.096523,4.260486,5.473782,3.529518,2.807317,2.795097,4.171571,2.905246,2.929824,2.772649,2.001182,1.357798,3.433043,3.110292,3.766767,3.767485
PPA2,6.992211,6.97693,8.065936,7.267985,7.048211,7.036475,6.722498,7.039554,8.831951,6.713517,7.31166,8.019396,7.455001,8.020395,7.320861,7.222386,7.623459,7.405151,7.062684,7.448192,7.673204,8.280777,7.865848,6.80823,8.938983,7.247565,6.72492,6.929142,6.628554,7.270807,7.049511,7.389784,7.430985,7.231963,7.133673,7.362252,7.989139,6.417353,6.675766,6.877821,7.002941,7.105553,7.074572,7.412892,7.117114,6.720701,6.882948,8.179295,7.764577,7.381223,7.003508,6.970293,6.885067,7.597725,7.449287,7.638701,7.973759,8.620845,7.056928,7.195702,7.1513,7.832711,6.314372,6.632444,7.46357,7.075794,7.703052,7.011777,7.441025,7.211328,6.178274,7.541809,6.908196,7.197625,7.158465,6.672225,6.889336,6.321287,7.651361,7.550576,6.712442,6.909298
VPS54,7.58206,6.465906,8.827007,8.484082,7.455287,7.507092,6.390839,7.273596,7.989903,6.992168,6.511948,7.760607,8.203946,7.955656,7.652958,7.381198,7.728774,8.141013,7.497168,8.026868,8.202407,8.559256,7.106386,7.409046,9.181024,7.986429,7.379598,7.295395,6.798514,7.215482,6.786041,7.563546,7.861759,7.75532,6.262759,8.398518,8.32006,7.001163,6.966991,7.139827,7.063209,7.602819,7.563151,7.853975,7.664548,7.235478,6.938666,8.590058,8.790179,7.208588,7.272294,6.953756,7.129825,6.832317,7.275675,7.561628,8.152817,8.803313,7.35152,7.254364,6.987498,8.234197,6.533257,7.055738,7.116493,6.706026,8.011639,7.23295,7.272367,8.069153,6.714352,7.690598,7.139545,7.503016,7.909174,7.506893,7.022738,7.744308,7.770664,7.797125,6.988323,6.560998
DHRS4,5.668541,6.77765,5.614966,5.629691,5.153342,5.379368,6.14693,5.959455,3.617746,5.713491,6.805659,5.96754,6.248589,5.194096,5.92112,6.622645,5.341345,5.155999,6.199334,5.735422,6.068075,5.536055,5.801628,5.935916,5.096454,5.24613,6.093533,6.453938,6.149619,6.18138,6.535212,5.940421,5.352711,6.016182,6.68348,5.071419,5.496089,5.587982,6.314574,6.612034,6.511244,5.631077,6.051516,6.132146,5.516192,5.385644,5.979078,4.753916,4.518775,6.257706,6.237297,6.285584,6.879283,5.935281,6.283117,5.92496,5.715408,5.585534,5.458346,5.755983,6.575316,5.770525,6.885971,6.809855,6.078916,5.9118,6.028214,6.860854,5.293017,5.763065,6.546886,5.251989,5.858794,6.598243,5.469875,5.369429,6.271395,5.349164,5.780274,5.875278,6.669759,6.577187
SFXN1,7.656231,6.600957,9.715838,8.869935,7.941307,7.724193,7.47461,7.352648,9.767074,7.579646,6.8061,9.57322,8.343062,10.024001,7.103288,7.41699,6.933347,9.720991,7.394996,7.993113,9.153948,10.018271,7.567462,6.814936,9.719771,8.053619,7.184597,7.023784,7.10046,7.178192,7.713785,7.507944,7.836834,7.949599,6.471661,7.569918,8.683444,6.989198,6.891887,6.626623,6.956806,7.377065,7.465348,7.158384,7.691576,6.761169,7.676664,9.36569,10.587358,6.853874,7.281092,7.443526,7.079159,7.795564,6.760353,7.645788,8.45799,10.209218,7.396659,7.698642,7.181808,8.946925,7.438718,7.230066,7.504144,7.492982,8.475116,6.423125,7.388329,7.203882,7.460509,7.643922,7.591166,6.247334,7.398761,8.058037,7.599581,7.517381,8.53317,7.022193,7.150249,7.696316
CDK1,6.658641,2.872722,6.242043,3.777003,5.999509,5.187773,4.983816,5.604875,6.976705,4.746532,4.272014,5.269247,4.108343,5.655776,2.141385,4.293488,5.25518,6.092539,5.501205,3.263168,3.69348,6.414505,2.745908,2.754162,6.891138,6.743976,4.482746,4.703997,4.109041,4.275732,3.49519,5.553921,6.788133,2.61256,4.45025,5.907128,3.13709,3.884821,3.064715,3.573953,3.40213,5.781491,3.830804,3.432342,5.586305,2.429048,6.535219,3.993641,7.450616,4.613437,4.199663,3.044478,2.812768,6.061907,5.266527,5.281416,4.209803,4.44746,6.10008,3.987822,3.973722,3.710958,3.387367,4.682236,2.705203,2.6602,3.155306,2.711821,4.392128,5.85153,4.466139,6.757192,4.157428,2.204595,3.789774,3.262059,3.185226,4.221557,8.423302,3.066103,3.890063,4.100579
UCP2,9.996226,11.98164,10.176652,10.214891,10.515362,9.384782,10.527363,11.050109,9.924713,10.198252,11.046954,10.274758,11.351763,9.270832,10.248018,10.880485,9.640078,10.532734,10.010861,10.779439,10.609582,10.212709,11.079192,10.263513,11.037738,10.104602,10.332821,10.692315,11.51476,11.645748,11.152607,10.78942,11.073813,11.344896,10.950355,10.532412,10.798009,12.100458,10.396037,10.484339,11.520215,9.463157,9.881297,11.018987,10.360787,11.10917,10.941764,10.421914,8.81799,11.012827,10.38935,10.596217,10.690944,10.251538,10.911786,10.596647,11.408559,9.966406,12.641052,10.857549,10.652419,10.922903,12.297952,10.333518,10.85823,11.929383,10.074281,10.633601,10.732711,9.777527,11.279618,9.723534,10.804649,10.260983,11.42389,10.134194,10.768002,8.999919,10.431758,10.214676,10.758699,10.901683
PACS2,6.579064,8.01097,6.463736,7.194723,7.536195,7.148672,7.281267,7.286939,6.387699,7.708805,7.690182,6.72305,6.811411,6.253139,7.243862,7.034198,6.847713,7.64297,7.425736,7.178125,7.055073,7.189671,6.923374,7.472602,6.801492,6.443729,7.771091,7.372259,7.273614,7.332998,7.918823,6.66537,6.324118,7.500114,7.156123,6.544172,6.95651,7.189947,7.847037,7.699989,7.864116,6.660465,7.027625,7.036173,6.858476,7.619146,7.54112,6.612709,6.103289,7.099662,7.581361,7.682001,7.683083,6.911837,7.105071,7.299943,6.531743,6.277613,6.218808,7.139733,7.406272,7.421581,8.763212,7.468521,6.833594,7.994995,6.298212,7.742047,6.994009,6.613899,8.096273,6.59003,7.570551,7.439971,7.117926,7.862424,7.76215,6.613084,6.844245,7.032225,7.666062,8.258961
HSPA1B,7.003807,7.145743,7.356822,8.747149,7.350289,6.999986,8.146856,6.689726,8.425256,7.438346,6.739238,9.76382,8.121733,9.450737,7.0159,5.556083,7.529638,9.247679,8.385245,7.199798,7.669693,9.044817,8.49176,6.179114,9.531447,6.02974,6.932961,7.097612,6.827212,6.401804,5.84152,7.956223,6.547608,9.225183,6.839399,8.132626,9.5293,7.175442,6.48539,6.157718,5.708009,6.503967,5.509951,7.447497,6.732598,7.540902,5.332184,8.717625,9.379562,6.781623,6.689418,7.012221,6.655631,8.529836,9.466639,7.637862,7.557828,8.6676,7.026583,7.484613,7.787794,7.629855,6.033094,6.110739,9.786124,6.267066,9.071884,7.387649,7.149357,5.939674,8.265873,7.184358,6.804598,6.881007,7.312119,7.321916,7.025326,7.483655,12.118169,7.394405,6.95478,7.337233
FGR,11.929212,12.698082,13.340226,13.338584,12.932059,12.768615,13.695446,11.093631,14.373585,11.728645,12.253638,12.714587,13.660465,14.106194,12.510268,11.523349,13.796815,12.883215,11.731972,13.389454,13.500335,13.449208,14.466517,12.054934,13.710374,12.045669,12.851038,12.178022,12.890016,12.656885,10.775659,13.740421,12.483305,14.100536,13.320839,12.453697,14.053002,13.210169,11.916668,12.541164,12.185725,12.390463,12.048772,13.214891,12.864915,13.330782,11.375749,14.300499,12.682032,13.360921,12.16836,11.230154,12.989262,13.304213,14.438573,13.306719,13.666289,14.0554,12.17173,11.792672,12.237722,14.18011,12.674978,12.460721,13.240996,11.378371,13.63831,12.165099,13.344952,12.768889,12.709562,11.50497,12.353396,12.356387,13.564656,12.711689,11.861785,13.404208,11.741957,12.955134,12.306725,12.395549
NDUFAF7,6.537463,6.372533,8.553294,7.909206,6.314092,7.012236,5.565886,6.213393,7.080128,6.043071,5.675241,7.952291,7.465693,7.958719,7.358758,6.755349,6.985334,7.990328,6.409092,7.475711,7.696193,7.620032,6.762784,6.791414,7.35959,6.540402,5.844382,6.25805,6.670049,6.154231,6.2205,6.711374,6.165335,8.310248,6.316639,7.088828,7.584838,5.677873,6.633193,6.445915,5.880846,6.368959,7.829615,6.848686,6.320572,6.987785,6.360424,7.193457,7.777906,6.652449,6.10712,6.638989,6.374944,5.925707,6.244364,7.058548,8.208525,8.964984,6.481833,6.854597,6.513768,7.651159,5.760619,5.931998,6.660254,6.765736,7.956672,6.210301,6.592417,6.033638,5.182393,6.768021,6.318857,6.509631,7.365444,7.122519,6.359147,6.879821,7.002222,7.908692,5.874077,6.067079
SARM1,6.310002,6.303345,5.948731,5.684952,6.129005,6.221868,6.476218,6.843204,5.099352,7.144235,6.397726,5.553639,6.293902,4.542855,6.241638,6.855127,6.046624,5.191486,6.284365,6.50873,5.575603,6.096064,4.859949,7.036162,6.424809,6.36315,6.670316,6.24575,5.829542,6.406883,7.452706,5.457389,6.806825,5.906794,5.907799,5.632741,5.560612,6.092862,7.151525,6.886268,6.740534,5.963069,7.130073,5.515053,6.155255,6.740675,6.883502,5.251567,5.315425,6.40179,6.945893,7.197041,7.024169,6.257644,5.78442,6.188334,5.926759,5.34892,5.747371,7.028186,6.22982,5.725008,7.001917,6.883212,5.363535,7.778762,5.162979,6.604479,6.832545,6.197141,6.954522,6.156711,6.889043,5.714317,6.621453,7.403297,7.501813,5.974173,6.138294,6.143905,6.962911,7.704001
JARID2,8.792049,8.924662,8.512504,10.702952,9.1241,8.78658,8.232159,8.854724,8.598231,8.46635,9.112576,8.232349,9.277117,8.000309,9.464599,9.165442,9.513765,8.123995,8.77878,9.193657,8.556115,8.545613,8.804791,9.565273,8.824354,8.979148,9.085738,9.300819,9.379018,8.952115,8.425911,8.807519,7.458149,8.558674,8.837665,9.564864,8.957122,9.567219,10.09759,9.480668,8.913816,8.606313,8.421664,9.295286,9.678022,10.116652,8.029007,8.587813,8.173814,9.160904,8.868844,9.512717,8.89115,9.215778,9.034469,9.207932,8.610988,8.422317,8.730244,8.775821,8.802552,8.725791,9.014718,9.628001,8.256279,7.248556,9.213804,9.415352,9.259377,9.22002,8.649938,8.339359,9.111696,9.946793,9.301088,8.590367,8.067323,8.831481,8.178841,8.966881,9.305769,8.772182
MGST1,7.644564,6.677287,7.712839,8.128851,7.961389,7.971369,7.803374,7.167061,9.364347,6.229944,7.426017,8.463591,7.823922,8.90039,7.839825,6.929017,7.896679,7.497323,8.773939,7.662734,8.330726,7.625357,8.42525,6.987736,6.488737,7.308476,8.059382,8.397433,7.208189,7.43092,7.154492,7.329744,6.281018,7.937564,7.716247,7.980073,8.809743,5.077816,6.557268,7.646541,6.604397,8.033447,7.688705,7.289073,7.507792,7.318807,7.145606,8.206587,6.278684,8.091962,7.753643,6.075611,7.149867,7.457012,8.427198,8.223971,7.362621,7.654437,7.19153,6.97,8.16152,7.800802,7.154343,6.812593,7.602003,4.181593,8.234002,7.506134,5.584958,7.034972,7.499968,8.139855,6.795007,8.425302,7.337913,6.491565,6.678412,7.560968,8.374062,8.426191,7.086931,6.831715
FYN,10.140032,10.802,9.418215,10.290321,9.767902,9.773405,9.925535,9.920708,8.873671,10.338841,9.823048,10.043277,9.575254,8.555586,10.279888,10.199644,9.227694,9.116296,10.86449,9.599304,9.465555,9.667562,9.195665,10.102095,10.722284,9.622824,10.504318,10.121635,9.935785,9.773182,10.399449,8.939624,10.077396,10.042786,9.823711,9.29539,9.215044,9.590598,10.640601,9.960859,9.964723,9.697628,10.353355,9.361942,9.074411,10.389065,9.79294,8.750383,8.639103,9.142167,10.420715,11.06551,10.169505,9.550692,8.981534,9.746804,9.844324,8.862916,9.230791,10.58641,10.390969,9.044546,10.289712,10.685283,10.168581,8.608027,9.574049,10.118066,9.880535,9.4805,10.480157,9.706591,10.13849,9.714213,9.795966,10.364178,10.724243,9.607717,10.338221,10.217799,10.073236,10.561996
ALAS1,8.253735,8.572037,8.809881,8.371683,8.983427,8.469749,8.627687,8.020999,9.043128,8.431559,8.277727,9.468064,8.529645,9.589077,8.087434,7.770182,9.62384,9.396554,7.870351,8.470482,8.399076,9.294777,9.404005,8.345739,9.218243,8.917784,8.712904,8.358636,8.868422,7.745447,7.340259,8.987786,7.774684,8.975056,8.917726,9.254143,9.195961,8.709101,7.94749,8.05844,7.725622,8.132558,7.391184,8.720727,9.12843,8.330214,7.998028,9.38367,8.853594,9.014739,8.22834,7.090552,7.952101,8.195826,9.608009,8.680218,8.798152,9.968104,7.839972,7.277263,8.482853,8.470098,7.965147,8.579076,8.656427,7.46836,9.397931,8.1892,8.560554,8.383772,9.291759,7.786121,8.396621,8.429287,8.296104,7.481961,7.543957,9.395221,7.914893,7.880724,8.871609,8.491609
H6PD,7.898643,8.838563,9.514892,10.059303,9.494561,10.739626,8.384055,7.935878,10.021148,8.54463,8.200731,9.958902,9.678941,9.587487,9.761711,8.07161,10.339108,8.644226,7.817178,9.28531,9.645622,9.835691,9.175392,8.582903,9.609179,9.178515,8.630214,8.226206,8.724517,8.31592,8.333476,9.98489,9.195889,10.137916,9.252409,10.289502,9.776904,8.847831,8.986079,8.777171,8.002594,9.104788,8.637499,9.507567,9.759583,9.506702,8.343741,9.628933,8.659778,9.459472,8.150833,8.314823,8.633947,8.995696,9.307844,9.564321,9.127853,9.711502,8.18334,8.509972,8.156015,9.660231,9.141872,8.755015,8.650774,8.606631,9.613628,8.818668,9.650091,9.208663,9.25024,8.705354,9.709307,8.742424,9.007301,9.449654,9.674902,10.760867,8.34845,9.142865,8.299739,8.179612
KIF1B,9.353012,9.030476,10.807666,11.074857,10.174707,10.912836,9.325562,7.65116,10.392369,9.140824,8.571308,11.175892,10.890332,11.01626,9.634869,8.175,11.5537,9.526612,8.648569,10.379646,11.005333,11.051983,10.031758,8.882537,10.879308,9.22862,9.453679,9.209262,8.90392,8.787235,7.189857,10.627101,9.977249,11.313051,9.119329,11.131213,10.888731,9.091637,9.06592,8.630848,9.010305,9.908918,9.25273,10.166885,10.422866,9.996268,8.030574,11.273692,10.809096,9.181412,8.874341,7.752345,9.006966,9.909649,10.020172,10.646264,10.875075,11.798904,9.328677,9.42918,8.874969,10.82554,8.29679,8.199697,9.341951,8.499249,11.166376,9.025805,10.088238,9.331836,8.867863,9.165377,9.346226,9.475762,10.236798,9.680424,9.741861,11.928147,9.008738,10.487174,8.858473,8.525221
SYNE2,9.529663,8.316157,9.509711,11.158234,9.683547,9.162712,8.186853,9.500137,7.927465,9.474923,9.852387,9.910502,10.274894,8.55147,9.813279,9.782028,8.254383,8.840723,9.314089,9.908157,9.715972,8.672746,7.900246,9.973211,9.478241,10.167912,9.521496,9.591259,10.72322,9.239453,9.932285,7.853324,8.974701,10.026506,7.877126,9.522188,9.312625,10.052082,10.891592,9.586215,9.480977,8.351492,10.314363,9.465844,9.816153,9.929593,8.537278,8.064255,8.232876,9.31803,9.553537,10.860822,9.132813,9.253944,8.581278,9.25037,9.815061,8.857716,9.611065,10.14459,9.854917,9.3532,8.826169,9.417539,9.009944,8.335732,10.570784,9.112621,10.703616,8.127268,9.486809,8.429671,10.215713,9.823138,10.052214,10.428712,10.322473,10.353518,9.014244,10.046084,8.675762,9.482206
ADCK1,4.957445,5.51837,5.406903,4.821136,4.530457,4.347853,4.440252,5.510125,4.370399,5.491961,5.389045,4.455133,5.012604,4.631251,5.113308,5.375927,4.287402,4.845376,5.198977,4.671233,4.594275,4.215286,4.172266,5.002413,4.206131,4.954702,5.181916,5.740823,6.146355,4.797608,5.814448,4.466971,4.910005,4.989069,5.538836,4.13636,4.651302,6.736405,5.772812,5.88781,5.266775,5.021287,5.65023,5.139449,4.603979,5.350936,5.154658,4.452829,4.185603,6.089932,5.207503,5.821736,5.761073,4.034444,4.671788,4.536818,4.992229,4.513061,4.5083,5.41731,5.564331,4.816366,5.893515,5.700193,5.038856,5.553526,4.113541,6.210185,7.124293,4.766859,5.546399,5.033292,5.725518,5.20504,4.79406,5.21965,5.248401,4.292969,4.625382,4.621665,5.384176,5.795807
CASP8,10.564526,10.215005,10.507578,11.594774,10.418355,10.755984,9.918792,9.782816,10.158537,10.231285,10.598902,9.905068,11.131053,9.849824,10.980602,11.032681,11.681804,9.524727,10.089181,10.915315,10.545717,9.751616,10.560572,11.134826,10.702113,10.523446,10.770056,10.292571,10.571096,10.480956,9.903028,11.272831,10.97376,11.278368,10.769118,11.168685,10.474475,11.180629,10.95469,10.999731,10.69948,10.425074,10.563465,11.868841,11.275564,11.117694,9.259374,11.102448,9.869148,10.513464,10.778525,11.263059,10.30522,10.729067,11.146197,10.407183,11.892308,10.836341,10.683882,10.663621,10.34601,10.680916,10.343144,10.422365,11.068958,9.237746,11.399132,10.608212,12.135706,10.845174,9.881215,10.51888,10.548944,11.563977,11.574358,10.278661,10.638984,11.513643,9.615746,11.511428,10.73447,10.822192
OAT,8.333729,8.20293,9.715487,9.150159,8.344787,8.178831,8.316967,9.402075,9.912985,7.522266,8.005409,9.650384,9.389544,10.459657,8.737985,8.684654,8.591568,9.609707,8.36123,8.981648,9.506228,9.241491,9.432864,8.232535,9.311333,8.505672,7.705173,8.447291,7.94016,8.970315,7.839091,8.970049,8.665617,10.189553,7.985644,9.206666,10.011124,8.995257,8.31684,7.874139,7.675774,8.048026,8.447109,8.712291,8.123631,8.590675,7.820104,9.151026,9.672386,8.87571,7.572856,7.647495,8.336669,8.150509,8.937593,9.352835,10.647548,10.507047,10.41574,8.269296,8.234544,9.793142,7.369794,7.482698,8.67855,7.865387,10.525487,7.927191,7.878884,7.690609,7.242251,8.625062,7.989006,8.338481,9.515266,8.204168,8.560809,8.772011,9.132276,9.342038,7.32853,7.346636
